Material ;Materialbeschreibung ;Liefereinheit;Maßeinheit ;Bearbeitbares Material ;Industrie;Katalogbeschreibung ;EAN/UPC;EAN in Auftragseinheit ;Materialklassifizierung ;UNSPSC Klassifizierung ;Statische Warennummer ;Herkunftsland ;Lager ;Arbeitshöchstgeschwindigkeit;Max. RPM ;Einheit;Bruttogewicht ;Nettogewicht ;Gewichtseinheit ;Form;Formzusatz;Form beschreibung;Korngröße ;Spezifikation ;Abmessung ;Hauptabmessung 1;Hauptabmessung 12;Hauptabmessung 3;Hauptabmessung 5;Hauptbild ;Bild Frontansicht;Bild Rückansicht ;Bild Seitenansicht ;Bild isometrisch ;Gruppenbild ;Bild Detail ;Anwendungsbild ;Qualitätslinie ;Level 1 ID;Level 1;Level 2 ID;Level 2;Level 3 ID;Level 3;Level 4 ID;Level 4;Materialbezeichnung ;Materialbezeichnung (ohne Tyrolit);Materialbezeichnung (60 Zeichen);Materialbezeichnung (50 Zeichen);Materialbezeichnung (40 Zeichen);Materialbezeichnung (30 Zeichen);Materialuntertitel (30 Zeichen);Titel Produktbeschreibung ;Produktuntertitel ;Beschreibung Kurztext ;Beschreibung Langtext ;Anwendung 1;Anwendung 2;Anwendung 3;Empfehlung 1 ;Empfehlung 2;Empfehlung 3;Empfehlung 4;Empfehlung 5;Produktvorteil 1 ;Produktvorteil 2;Produktvorteil 3;Produktvorteil 4;Produktvorteil 5;Materialgruppe ;Video 1 ;Video 1 Kategorie ;Video 2 ;Video 2 - Kategorie;Video 3 ;Video 3 - Kategorie ;Video 4;Video 4 - Kategorie ;Video 5 ;Video 5 - Kategorie 
34593846;SPIRAL PC X 13x25 ZA36 P41 JS;100;ST;"Edelstahl;Nichteisenmetalle;Stahl";Coated global;Gewebe Spiralband;9003173161487;9009013075631;;;68051000;IT;X;0;36000;rpm;0,002;0,002;kg;SPIRAL-PC;PC;;36;ZA-P41 PC X JS;D x T;13 x 25;13;25;0;19801__sb-zircon_mdb.jpg;19801__sb-zircon_mdb.jpg;;;;;;;PREMIUM;22139;Schleifmittel auf Unterlage;20035;Schleifhülsen;256;Geradschleifer;19801;PREMIUM ZA-P41 PC X Schleifhülsen universell einsetzbar;Tyrolit Spiralband 13x25 ZA36 PC X PREMIUM Stahl/Inox/Aluminium;Spiralband 13x25 ZA36 PC X PREMIUM Stahl/Inox/Aluminium;Tyrolit Spiralband 13x25 ZA36 PREMIUM Stahl/Inox/Aluminium;Tyrolit Spiralband 13x25 PC Stahl/Inox/Aluminium;Tyrolit Spiralband 13x25 ZA36 PREMIUM;Tyrolit Spiralband PREMIUM;13x25 Stahl/Inox/Aluminium;PREMIUM ZA-P41 PC X Schleifhülsen;universell einsetzbar;Widerstandsfähiges Zirkonium-Spiralband für die Bearbeitung von schwer zugänglichen Stellen auf unterschiedlichsten Werkstoffen. Geeignet für alle gängigen Geradschleifer.;"Die PREMIUM ZA-P41 PC X Spiralbänder aus Zirkonium sind mit einer Innenverstärkung aus Baumwollgewebe ausgestattet und eignen sich durch ihre reduzierten Abmessungen perfekt für Arbeiten auf kleinstem Raum. Zirkonium zeichnet sich durch eine hohe Zähigkeit aus was zu einem klar verbesserten Widerstand der Spiralbänder führt. Weiters glänzt das Produkt durch hervorragende Standzeiten, was nicht zuletzt an der Qualität des Trägergewebes und der Hochwertigkeit des verwendeten Schleifmittels liegt. Durch die Kombination aus Zirkon und einem Kühlmittel ist es Ihnen möglich, jegliche Arten von Metallen, ob Eisen- oder Nichteisenmetalle, sowie Kunststoffe schnell und sauber zu bearbeiten. Die Anwendungen reichen vom einfachen Entgraten über die Feinbearbeitung bis hin zur Formgebung komplexer Werkstücke.
";Für die Feinbearbeitung von Stanzteilen, Innenflächen von Zylindern, Rohren und Teilen mit Bohrungen;Für das Entgraten bis hin zur Formgebung von Werkstücken je nach Korngröße;;Korngröße 36/50/60 für höchste Abtragsleistung;Korngröße 80/120 für ein perfektes Oberflächenfinish;;;;Hohe Zähigkeit und Widerstandsfähigkeit;Einfache Montage auf einer Achse oder einem erweiterbaren Dorn;Zum Bearbeiten von schwer zugänglichen Stellen geeignet;;;SSYB8;;;;;;;;;;
34593847;SPIRAL PC X 13x25 ZA50 P41 JS;100;ST;"Edelstahl;Nichteisenmetalle;Stahl";Coated global;Gewebe Spiralband;9003173161494;9009013075648;;;68051000;IT;X;0;36000;rpm;0,002;0,002;kg;SPIRAL-PC;PC;;50;ZA-P41 PC X JS;D x T;13 x 25;13;25;0;19801__sb-zircon_mdb.jpg;19801__sb-zircon_mdb.jpg;;;;;;;PREMIUM;22139;Schleifmittel auf Unterlage;20035;Schleifhülsen;256;Geradschleifer;19801;PREMIUM ZA-P41 PC X Schleifhülsen universell einsetzbar;Tyrolit Spiralband 13x25 ZA50 PC X PREMIUM Stahl/Inox/Aluminium;Spiralband 13x25 ZA50 PC X PREMIUM Stahl/Inox/Aluminium;Tyrolit Spiralband 13x25 ZA50 PREMIUM Stahl/Inox/Aluminium;Tyrolit Spiralband 13x25 PC Stahl/Inox/Aluminium;Tyrolit Spiralband 13x25 ZA50 PREMIUM;Tyrolit Spiralband PREMIUM;13x25 Stahl/Inox/Aluminium;PREMIUM ZA-P41 PC X Schleifhülsen;universell einsetzbar;Widerstandsfähiges Zirkonium-Spiralband für die Bearbeitung von schwer zugänglichen Stellen auf unterschiedlichsten Werkstoffen. Geeignet für alle gängigen Geradschleifer.;"Die PREMIUM ZA-P41 PC X Spiralbänder aus Zirkonium sind mit einer Innenverstärkung aus Baumwollgewebe ausgestattet und eignen sich durch ihre reduzierten Abmessungen perfekt für Arbeiten auf kleinstem Raum. Zirkonium zeichnet sich durch eine hohe Zähigkeit aus was zu einem klar verbesserten Widerstand der Spiralbänder führt. Weiters glänzt das Produkt durch hervorragende Standzeiten, was nicht zuletzt an der Qualität des Trägergewebes und der Hochwertigkeit des verwendeten Schleifmittels liegt. Durch die Kombination aus Zirkon und einem Kühlmittel ist es Ihnen möglich, jegliche Arten von Metallen, ob Eisen- oder Nichteisenmetalle, sowie Kunststoffe schnell und sauber zu bearbeiten. Die Anwendungen reichen vom einfachen Entgraten über die Feinbearbeitung bis hin zur Formgebung komplexer Werkstücke.
";Für die Feinbearbeitung von Stanzteilen, Innenflächen von Zylindern, Rohren und Teilen mit Bohrungen;Für das Entgraten bis hin zur Formgebung von Werkstücken je nach Korngröße;;Korngröße 36/50/60 für höchste Abtragsleistung;Korngröße 80/120 für ein perfektes Oberflächenfinish;;;;Hohe Zähigkeit und Widerstandsfähigkeit;Einfache Montage auf einer Achse oder einem erweiterbaren Dorn;Zum Bearbeiten von schwer zugänglichen Stellen geeignet;;;SSYB8;;;;;;;;;;
34593848;SPIRAL PC X 13x25 ZA60 P41 JS;100;ST;"Edelstahl;Nichteisenmetalle;Stahl";Coated global;Gewebe Spiralband;9003173161500;9009013075655;;;68051000;IT;X;0;36000;rpm;0,002;0,002;kg;SPIRAL-PC;PC;;60;ZA-P41 PC X JS;D x T;13 x 25;13;25;0;19801__sb-zircon_mdb.jpg;19801__sb-zircon_mdb.jpg;;;;;;;PREMIUM;22139;Schleifmittel auf Unterlage;20035;Schleifhülsen;256;Geradschleifer;19801;PREMIUM ZA-P41 PC X Schleifhülsen universell einsetzbar;Tyrolit Spiralband 13x25 ZA60 PC X PREMIUM Stahl/Inox/Aluminium;Spiralband 13x25 ZA60 PC X PREMIUM Stahl/Inox/Aluminium;Tyrolit Spiralband 13x25 ZA60 PREMIUM Stahl/Inox/Aluminium;Tyrolit Spiralband 13x25 PC Stahl/Inox/Aluminium;Tyrolit Spiralband 13x25 ZA60 PREMIUM;Tyrolit Spiralband PREMIUM;13x25 Stahl/Inox/Aluminium;PREMIUM ZA-P41 PC X Schleifhülsen;universell einsetzbar;Widerstandsfähiges Zirkonium-Spiralband für die Bearbeitung von schwer zugänglichen Stellen auf unterschiedlichsten Werkstoffen. Geeignet für alle gängigen Geradschleifer.;"Die PREMIUM ZA-P41 PC X Spiralbänder aus Zirkonium sind mit einer Innenverstärkung aus Baumwollgewebe ausgestattet und eignen sich durch ihre reduzierten Abmessungen perfekt für Arbeiten auf kleinstem Raum. Zirkonium zeichnet sich durch eine hohe Zähigkeit aus was zu einem klar verbesserten Widerstand der Spiralbänder führt. Weiters glänzt das Produkt durch hervorragende Standzeiten, was nicht zuletzt an der Qualität des Trägergewebes und der Hochwertigkeit des verwendeten Schleifmittels liegt. Durch die Kombination aus Zirkon und einem Kühlmittel ist es Ihnen möglich, jegliche Arten von Metallen, ob Eisen- oder Nichteisenmetalle, sowie Kunststoffe schnell und sauber zu bearbeiten. Die Anwendungen reichen vom einfachen Entgraten über die Feinbearbeitung bis hin zur Formgebung komplexer Werkstücke.
";Für die Feinbearbeitung von Stanzteilen, Innenflächen von Zylindern, Rohren und Teilen mit Bohrungen;Für das Entgraten bis hin zur Formgebung von Werkstücken je nach Korngröße;;Korngröße 36/50/60 für höchste Abtragsleistung;Korngröße 80/120 für ein perfektes Oberflächenfinish;;;;Hohe Zähigkeit und Widerstandsfähigkeit;Einfache Montage auf einer Achse oder einem erweiterbaren Dorn;Zum Bearbeiten von schwer zugänglichen Stellen geeignet;;;SSYB8;;;;;;;;;;
34593849;SPIRAL PC X 13x25 ZA80 P41 JS;100;ST;"Edelstahl;Nichteisenmetalle;Stahl";Coated global;Gewebe Spiralband;9003173161517;9009013075662;;;68051000;IT;X;0;36000;rpm;0,001;0,001;kg;SPIRAL-PC;PC;;80;ZA-P41 PC X JS;D x T;13 x 25;13;25;0;19801__sb-zircon_mdb.jpg;19801__sb-zircon_mdb.jpg;;;;;;;PREMIUM;22139;Schleifmittel auf Unterlage;20035;Schleifhülsen;256;Geradschleifer;19801;PREMIUM ZA-P41 PC X Schleifhülsen universell einsetzbar;Tyrolit Spiralband 13x25 ZA80 PC X PREMIUM Stahl/Inox/Aluminium;Spiralband 13x25 ZA80 PC X PREMIUM Stahl/Inox/Aluminium;Tyrolit Spiralband 13x25 ZA80 PREMIUM Stahl/Inox/Aluminium;Tyrolit Spiralband 13x25 PC Stahl/Inox/Aluminium;Tyrolit Spiralband 13x25 ZA80 PREMIUM;Tyrolit Spiralband PREMIUM;13x25 Stahl/Inox/Aluminium;PREMIUM ZA-P41 PC X Schleifhülsen;universell einsetzbar;Widerstandsfähiges Zirkonium-Spiralband für die Bearbeitung von schwer zugänglichen Stellen auf unterschiedlichsten Werkstoffen. Geeignet für alle gängigen Geradschleifer.;"Die PREMIUM ZA-P41 PC X Spiralbänder aus Zirkonium sind mit einer Innenverstärkung aus Baumwollgewebe ausgestattet und eignen sich durch ihre reduzierten Abmessungen perfekt für Arbeiten auf kleinstem Raum. Zirkonium zeichnet sich durch eine hohe Zähigkeit aus was zu einem klar verbesserten Widerstand der Spiralbänder führt. Weiters glänzt das Produkt durch hervorragende Standzeiten, was nicht zuletzt an der Qualität des Trägergewebes und der Hochwertigkeit des verwendeten Schleifmittels liegt. Durch die Kombination aus Zirkon und einem Kühlmittel ist es Ihnen möglich, jegliche Arten von Metallen, ob Eisen- oder Nichteisenmetalle, sowie Kunststoffe schnell und sauber zu bearbeiten. Die Anwendungen reichen vom einfachen Entgraten über die Feinbearbeitung bis hin zur Formgebung komplexer Werkstücke.
";Für die Feinbearbeitung von Stanzteilen, Innenflächen von Zylindern, Rohren und Teilen mit Bohrungen;Für das Entgraten bis hin zur Formgebung von Werkstücken je nach Korngröße;;Korngröße 36/50/60 für höchste Abtragsleistung;Korngröße 80/120 für ein perfektes Oberflächenfinish;;;;Hohe Zähigkeit und Widerstandsfähigkeit;Einfache Montage auf einer Achse oder einem erweiterbaren Dorn;Zum Bearbeiten von schwer zugänglichen Stellen geeignet;;;SSYB8;;;;;;;;;;
34593850;SPIRAL PC X 13x25 ZA120 P41 JS;100;ST;"Edelstahl;Nichteisenmetalle;Stahl";Coated global;Gewebe Spiralband;9003173166635;9009013079097;;;68051000;IT;X;0;36000;rpm;0,002;0,002;kg;SPIRAL-PC;PC;;120;ZA-P41 PC X JS;D x T;13 x 25;13;25;0;19801__sb-zircon_mdb.jpg;19801__sb-zircon_mdb.jpg;;;;;;;PREMIUM;22139;Schleifmittel auf Unterlage;20035;Schleifhülsen;256;Geradschleifer;19801;PREMIUM ZA-P41 PC X Schleifhülsen universell einsetzbar;Tyrolit Spiralband 13x25 ZA120 PC X PREMIUM Stahl/Inox/Aluminium;Spiralband 13x25 ZA120 PC X PREMIUM Stahl/Inox/Aluminium;Tyrolit Spiralband 13x25 ZA120 PREMIUM Stahl/Inox/Aluminium;Tyrolit Spiralband 13x25 PC Stahl/Inox/Aluminium;Tyrolit Spiralband 13x25 ZA120 PREMIUM;Tyrolit Spiralband PREMIUM;13x25 Stahl/Inox/Aluminium;PREMIUM ZA-P41 PC X Schleifhülsen;universell einsetzbar;Widerstandsfähiges Zirkonium-Spiralband für die Bearbeitung von schwer zugänglichen Stellen auf unterschiedlichsten Werkstoffen. Geeignet für alle gängigen Geradschleifer.;"Die PREMIUM ZA-P41 PC X Spiralbänder aus Zirkonium sind mit einer Innenverstärkung aus Baumwollgewebe ausgestattet und eignen sich durch ihre reduzierten Abmessungen perfekt für Arbeiten auf kleinstem Raum. Zirkonium zeichnet sich durch eine hohe Zähigkeit aus was zu einem klar verbesserten Widerstand der Spiralbänder führt. Weiters glänzt das Produkt durch hervorragende Standzeiten, was nicht zuletzt an der Qualität des Trägergewebes und der Hochwertigkeit des verwendeten Schleifmittels liegt. Durch die Kombination aus Zirkon und einem Kühlmittel ist es Ihnen möglich, jegliche Arten von Metallen, ob Eisen- oder Nichteisenmetalle, sowie Kunststoffe schnell und sauber zu bearbeiten. Die Anwendungen reichen vom einfachen Entgraten über die Feinbearbeitung bis hin zur Formgebung komplexer Werkstücke.
";Für die Feinbearbeitung von Stanzteilen, Innenflächen von Zylindern, Rohren und Teilen mit Bohrungen;Für das Entgraten bis hin zur Formgebung von Werkstücken je nach Korngröße;;Korngröße 36/50/60 für höchste Abtragsleistung;Korngröße 80/120 für ein perfektes Oberflächenfinish;;;;Hohe Zähigkeit und Widerstandsfähigkeit;Einfache Montage auf einer Achse oder einem erweiterbaren Dorn;Zum Bearbeiten von schwer zugänglichen Stellen geeignet;;;SSYB8;;;;;;;;;;
34593853;SPIRAL PC X 15x30 ZA36 P41 JS;100;ST;"Edelstahl;Nichteisenmetalle;Stahl";Coated global;Gewebe Spiralband;9003173161524;9009013075679;;;68051000;IT;X;0;36000;rpm;0,003;0,003;kg;SPIRAL-PC;PC;;36;ZA-P41 PC X JS;D x T;15 x 30;15;30;0;19801__sb-zircon_mdb.jpg;19801__sb-zircon_mdb.jpg;;;;;;;PREMIUM;22139;Schleifmittel auf Unterlage;20035;Schleifhülsen;256;Geradschleifer;19801;PREMIUM ZA-P41 PC X Schleifhülsen universell einsetzbar;Tyrolit Spiralband 15x30 ZA36 PC X PREMIUM Stahl/Inox/Aluminium;Spiralband 15x30 ZA36 PC X PREMIUM Stahl/Inox/Aluminium;Tyrolit Spiralband 15x30 ZA36 PREMIUM Stahl/Inox/Aluminium;Tyrolit Spiralband 15x30 PC Stahl/Inox/Aluminium;Tyrolit Spiralband 15x30 ZA36 PREMIUM;Tyrolit Spiralband PREMIUM;15x30 Stahl/Inox/Aluminium;PREMIUM ZA-P41 PC X Schleifhülsen;universell einsetzbar;Widerstandsfähiges Zirkonium-Spiralband für die Bearbeitung von schwer zugänglichen Stellen auf unterschiedlichsten Werkstoffen. Geeignet für alle gängigen Geradschleifer.;"Die PREMIUM ZA-P41 PC X Spiralbänder aus Zirkonium sind mit einer Innenverstärkung aus Baumwollgewebe ausgestattet und eignen sich durch ihre reduzierten Abmessungen perfekt für Arbeiten auf kleinstem Raum. Zirkonium zeichnet sich durch eine hohe Zähigkeit aus was zu einem klar verbesserten Widerstand der Spiralbänder führt. Weiters glänzt das Produkt durch hervorragende Standzeiten, was nicht zuletzt an der Qualität des Trägergewebes und der Hochwertigkeit des verwendeten Schleifmittels liegt. Durch die Kombination aus Zirkon und einem Kühlmittel ist es Ihnen möglich, jegliche Arten von Metallen, ob Eisen- oder Nichteisenmetalle, sowie Kunststoffe schnell und sauber zu bearbeiten. Die Anwendungen reichen vom einfachen Entgraten über die Feinbearbeitung bis hin zur Formgebung komplexer Werkstücke.
";Für die Feinbearbeitung von Stanzteilen, Innenflächen von Zylindern, Rohren und Teilen mit Bohrungen;Für das Entgraten bis hin zur Formgebung von Werkstücken je nach Korngröße;;Korngröße 36/50/60 für höchste Abtragsleistung;Korngröße 80/120 für ein perfektes Oberflächenfinish;;;;Hohe Zähigkeit und Widerstandsfähigkeit;Einfache Montage auf einer Achse oder einem erweiterbaren Dorn;Zum Bearbeiten von schwer zugänglichen Stellen geeignet;;;SSYB8;;;;;;;;;;
34593854;SPIRAL PC X 15x30 ZA50 P41 JS;100;ST;"Edelstahl;Nichteisenmetalle;Stahl";Coated global;Gewebe Spiralband;9003173161531;9009013075686;;;68051000;IT;X;0;36000;rpm;0,003;0,003;kg;SPIRAL-PC;PC;;50;ZA-P41 PC X JS;D x T;15 x 30;15;30;0;19801__sb-zircon_mdb.jpg;19801__sb-zircon_mdb.jpg;;;;;;;PREMIUM;22139;Schleifmittel auf Unterlage;20035;Schleifhülsen;256;Geradschleifer;19801;PREMIUM ZA-P41 PC X Schleifhülsen universell einsetzbar;Tyrolit Spiralband 15x30 ZA50 PC X PREMIUM Stahl/Inox/Aluminium;Spiralband 15x30 ZA50 PC X PREMIUM Stahl/Inox/Aluminium;Tyrolit Spiralband 15x30 ZA50 PREMIUM Stahl/Inox/Aluminium;Tyrolit Spiralband 15x30 PC Stahl/Inox/Aluminium;Tyrolit Spiralband 15x30 ZA50 PREMIUM;Tyrolit Spiralband PREMIUM;15x30 Stahl/Inox/Aluminium;PREMIUM ZA-P41 PC X Schleifhülsen;universell einsetzbar;Widerstandsfähiges Zirkonium-Spiralband für die Bearbeitung von schwer zugänglichen Stellen auf unterschiedlichsten Werkstoffen. Geeignet für alle gängigen Geradschleifer.;"Die PREMIUM ZA-P41 PC X Spiralbänder aus Zirkonium sind mit einer Innenverstärkung aus Baumwollgewebe ausgestattet und eignen sich durch ihre reduzierten Abmessungen perfekt für Arbeiten auf kleinstem Raum. Zirkonium zeichnet sich durch eine hohe Zähigkeit aus was zu einem klar verbesserten Widerstand der Spiralbänder führt. Weiters glänzt das Produkt durch hervorragende Standzeiten, was nicht zuletzt an der Qualität des Trägergewebes und der Hochwertigkeit des verwendeten Schleifmittels liegt. Durch die Kombination aus Zirkon und einem Kühlmittel ist es Ihnen möglich, jegliche Arten von Metallen, ob Eisen- oder Nichteisenmetalle, sowie Kunststoffe schnell und sauber zu bearbeiten. Die Anwendungen reichen vom einfachen Entgraten über die Feinbearbeitung bis hin zur Formgebung komplexer Werkstücke.
";Für die Feinbearbeitung von Stanzteilen, Innenflächen von Zylindern, Rohren und Teilen mit Bohrungen;Für das Entgraten bis hin zur Formgebung von Werkstücken je nach Korngröße;;Korngröße 36/50/60 für höchste Abtragsleistung;Korngröße 80/120 für ein perfektes Oberflächenfinish;;;;Hohe Zähigkeit und Widerstandsfähigkeit;Einfache Montage auf einer Achse oder einem erweiterbaren Dorn;Zum Bearbeiten von schwer zugänglichen Stellen geeignet;;;SSYB8;;;;;;;;;;
34593855;SPIRAL PC X 15x30 ZA60 P41 JS;100;ST;"Edelstahl;Nichteisenmetalle;Stahl";Coated global;Gewebe Spiralband;9003173161548;9009013075693;;;68051000;IT;X;0;36000;rpm;0,002;0,002;kg;SPIRAL-PC;PC;;60;ZA-P41 PC X JS;D x T;15 x 30;15;30;0;19801__sb-zircon_mdb.jpg;19801__sb-zircon_mdb.jpg;;;;;;;PREMIUM;22139;Schleifmittel auf Unterlage;20035;Schleifhülsen;256;Geradschleifer;19801;PREMIUM ZA-P41 PC X Schleifhülsen universell einsetzbar;Tyrolit Spiralband 15x30 ZA60 PC X PREMIUM Stahl/Inox/Aluminium;Spiralband 15x30 ZA60 PC X PREMIUM Stahl/Inox/Aluminium;Tyrolit Spiralband 15x30 ZA60 PREMIUM Stahl/Inox/Aluminium;Tyrolit Spiralband 15x30 PC Stahl/Inox/Aluminium;Tyrolit Spiralband 15x30 ZA60 PREMIUM;Tyrolit Spiralband PREMIUM;15x30 Stahl/Inox/Aluminium;PREMIUM ZA-P41 PC X Schleifhülsen;universell einsetzbar;Widerstandsfähiges Zirkonium-Spiralband für die Bearbeitung von schwer zugänglichen Stellen auf unterschiedlichsten Werkstoffen. Geeignet für alle gängigen Geradschleifer.;"Die PREMIUM ZA-P41 PC X Spiralbänder aus Zirkonium sind mit einer Innenverstärkung aus Baumwollgewebe ausgestattet und eignen sich durch ihre reduzierten Abmessungen perfekt für Arbeiten auf kleinstem Raum. Zirkonium zeichnet sich durch eine hohe Zähigkeit aus was zu einem klar verbesserten Widerstand der Spiralbänder führt. Weiters glänzt das Produkt durch hervorragende Standzeiten, was nicht zuletzt an der Qualität des Trägergewebes und der Hochwertigkeit des verwendeten Schleifmittels liegt. Durch die Kombination aus Zirkon und einem Kühlmittel ist es Ihnen möglich, jegliche Arten von Metallen, ob Eisen- oder Nichteisenmetalle, sowie Kunststoffe schnell und sauber zu bearbeiten. Die Anwendungen reichen vom einfachen Entgraten über die Feinbearbeitung bis hin zur Formgebung komplexer Werkstücke.
";Für die Feinbearbeitung von Stanzteilen, Innenflächen von Zylindern, Rohren und Teilen mit Bohrungen;Für das Entgraten bis hin zur Formgebung von Werkstücken je nach Korngröße;;Korngröße 36/50/60 für höchste Abtragsleistung;Korngröße 80/120 für ein perfektes Oberflächenfinish;;;;Hohe Zähigkeit und Widerstandsfähigkeit;Einfache Montage auf einer Achse oder einem erweiterbaren Dorn;Zum Bearbeiten von schwer zugänglichen Stellen geeignet;;;SSYB8;;;;;;;;;;
34593856;SPIRAL PC X 15x30 ZA80 P41 JS;100;ST;"Edelstahl;Nichteisenmetalle;Stahl";Coated global;Gewebe Spiralband;9003173161555;9009013075709;;;68051000;IT;X;0;36000;rpm;0,002;0,002;kg;SPIRAL-PC;PC;;80;ZA-P41 PC X JS;D x T;15 x 30;15;30;0;19801__sb-zircon_mdb.jpg;19801__sb-zircon_mdb.jpg;;;;;;;PREMIUM;22139;Schleifmittel auf Unterlage;20035;Schleifhülsen;256;Geradschleifer;19801;PREMIUM ZA-P41 PC X Schleifhülsen universell einsetzbar;Tyrolit Spiralband 15x30 ZA80 PC X PREMIUM Stahl/Inox/Aluminium;Spiralband 15x30 ZA80 PC X PREMIUM Stahl/Inox/Aluminium;Tyrolit Spiralband 15x30 ZA80 PREMIUM Stahl/Inox/Aluminium;Tyrolit Spiralband 15x30 PC Stahl/Inox/Aluminium;Tyrolit Spiralband 15x30 ZA80 PREMIUM;Tyrolit Spiralband PREMIUM;15x30 Stahl/Inox/Aluminium;PREMIUM ZA-P41 PC X Schleifhülsen;universell einsetzbar;Widerstandsfähiges Zirkonium-Spiralband für die Bearbeitung von schwer zugänglichen Stellen auf unterschiedlichsten Werkstoffen. Geeignet für alle gängigen Geradschleifer.;"Die PREMIUM ZA-P41 PC X Spiralbänder aus Zirkonium sind mit einer Innenverstärkung aus Baumwollgewebe ausgestattet und eignen sich durch ihre reduzierten Abmessungen perfekt für Arbeiten auf kleinstem Raum. Zirkonium zeichnet sich durch eine hohe Zähigkeit aus was zu einem klar verbesserten Widerstand der Spiralbänder führt. Weiters glänzt das Produkt durch hervorragende Standzeiten, was nicht zuletzt an der Qualität des Trägergewebes und der Hochwertigkeit des verwendeten Schleifmittels liegt. Durch die Kombination aus Zirkon und einem Kühlmittel ist es Ihnen möglich, jegliche Arten von Metallen, ob Eisen- oder Nichteisenmetalle, sowie Kunststoffe schnell und sauber zu bearbeiten. Die Anwendungen reichen vom einfachen Entgraten über die Feinbearbeitung bis hin zur Formgebung komplexer Werkstücke.
";Für die Feinbearbeitung von Stanzteilen, Innenflächen von Zylindern, Rohren und Teilen mit Bohrungen;Für das Entgraten bis hin zur Formgebung von Werkstücken je nach Korngröße;;Korngröße 36/50/60 für höchste Abtragsleistung;Korngröße 80/120 für ein perfektes Oberflächenfinish;;;;Hohe Zähigkeit und Widerstandsfähigkeit;Einfache Montage auf einer Achse oder einem erweiterbaren Dorn;Zum Bearbeiten von schwer zugänglichen Stellen geeignet;;;SSYB8;;;;;;;;;;
34593857;SPIRAL PC X 15x30 ZA120 P41 JS;100;ST;"Edelstahl;Nichteisenmetalle;Stahl";Coated global;Gewebe Spiralband;9003173161562;9009013075716;;;68051000;IT;X;0;36000;rpm;0,002;0,002;kg;SPIRAL-PC;PC;;120;ZA-P41 PC X JS;D x T;15 x 30;15;30;0;19801__sb-zircon_mdb.jpg;19801__sb-zircon_mdb.jpg;;;;;;;PREMIUM;22139;Schleifmittel auf Unterlage;20035;Schleifhülsen;256;Geradschleifer;19801;PREMIUM ZA-P41 PC X Schleifhülsen universell einsetzbar;Tyrolit Spiralband 15x30 ZA120 PC X PREMIUM Stahl/Inox/Aluminium;Spiralband 15x30 ZA120 PC X PREMIUM Stahl/Inox/Aluminium;Tyrolit Spiralband 15x30 ZA120 PREMIUM Stahl/Inox/Aluminium;Tyrolit Spiralband 15x30 PC Stahl/Inox/Aluminium;Tyrolit Spiralband 15x30 ZA120 PREMIUM;Tyrolit Spiralband PREMIUM;15x30 Stahl/Inox/Aluminium;PREMIUM ZA-P41 PC X Schleifhülsen;universell einsetzbar;Widerstandsfähiges Zirkonium-Spiralband für die Bearbeitung von schwer zugänglichen Stellen auf unterschiedlichsten Werkstoffen. Geeignet für alle gängigen Geradschleifer.;"Die PREMIUM ZA-P41 PC X Spiralbänder aus Zirkonium sind mit einer Innenverstärkung aus Baumwollgewebe ausgestattet und eignen sich durch ihre reduzierten Abmessungen perfekt für Arbeiten auf kleinstem Raum. Zirkonium zeichnet sich durch eine hohe Zähigkeit aus was zu einem klar verbesserten Widerstand der Spiralbänder führt. Weiters glänzt das Produkt durch hervorragende Standzeiten, was nicht zuletzt an der Qualität des Trägergewebes und der Hochwertigkeit des verwendeten Schleifmittels liegt. Durch die Kombination aus Zirkon und einem Kühlmittel ist es Ihnen möglich, jegliche Arten von Metallen, ob Eisen- oder Nichteisenmetalle, sowie Kunststoffe schnell und sauber zu bearbeiten. Die Anwendungen reichen vom einfachen Entgraten über die Feinbearbeitung bis hin zur Formgebung komplexer Werkstücke.
";Für die Feinbearbeitung von Stanzteilen, Innenflächen von Zylindern, Rohren und Teilen mit Bohrungen;Für das Entgraten bis hin zur Formgebung von Werkstücken je nach Korngröße;;Korngröße 36/50/60 für höchste Abtragsleistung;Korngröße 80/120 für ein perfektes Oberflächenfinish;;;;Hohe Zähigkeit und Widerstandsfähigkeit;Einfache Montage auf einer Achse oder einem erweiterbaren Dorn;Zum Bearbeiten von schwer zugänglichen Stellen geeignet;;;SSYB8;;;;;;;;;;
